"","Bin ID","Site","Sample Name","Site ID","Subplot","Layer","Date","IMG Genome ID","Bin Quality","Bin Lineage","GTDB-Tk Taxonomy Lineage","Domain","Phylum","Class","Order","Family","Genus","Bin Completeness","Bin Contamination","Total Number of Bases","5s rRNA","16s rRNA","23s rRNA","tRNA Genes","Gene Count","Scaffold Count","Assembly Type"
"979","3300061638_47","Lower Teakettle, Sierra National Forest, California, USA","TEAK_004-O-20210726","TEAK","004","O","20210726",3300061638,"MQ","Bacteria; Actinomycetota; Actinomycetes; Propionibacteriales; Kribbellaceae; Kribbella; Kribbella sp. VKM Ac-2570","Bacteria; Actinobacteriota; Actinomycetia; Propionibacteriales; Kribbellaceae; Kribbella","Bacteria","Actinobacteriota","Actinomycetia","Propionibacteriales","Kribbellaceae","Kribbella",73.06,5.72,6466161,0,0,0,33,6917,919,"Individual"
"980","3300061638_57","Lower Teakettle, Sierra National Forest, California, USA","TEAK_004-O-20210726","TEAK","004","O","20210726",3300061638,"MQ","Bacteria","Bacteria; Patescibacteria; Saccharimonadia; Saccharimonadales; UBA4665; UBA5150","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","UBA4665","UBA5150",76.08,0,1050157,1,1,1,45,1135,7,"Individual"
"981","3300061638_63","Lower Teakettle, Sierra National Forest, California, USA","TEAK_004-O-20210726","TEAK","004","O","20210726",3300061638,"HQ","Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Palsa-744","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Palsa-744",96.15,1.71,3170403,1,1,1,49,3053,5,"Individual"
"982","3300061638_66","Lower Teakettle, Sierra National Forest, California, USA","TEAK_004-O-20210726","TEAK","004","O","20210726",3300061638,"HQ","Bacteria; Pseudomonadota; Alphaproteobacteria","Bacteria; Proteobacteria; Alphaproteobacteria; Micropepsales; Micropepsaceae; Rhizomicrobium","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","Rhizomicrobium",99.09,0.36,4574941,1,1,1,46,4719,62,"Individual"
"983","3300061638_67","Lower Teakettle, Sierra National Forest, California, USA","TEAK_004-O-20210726","TEAK","004","O","20210726",3300061638,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae","Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Acidisoma; Acidisoma sp009765865","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidisoma",59.05,0.5,1625221,0,0,0,16,1642,107,"Individual"
"984","3300061638_70","Lower Teakettle, Sierra National Forest, California, USA","TEAK_004-O-20210726","TEAK","004","O","20210726",3300061638,"MQ","Bacteria; Bacteroidota; Chitinophagia; Chitinophagales; Chitinophagaceae","Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Puia","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Puia",86.4,1.48,3712590,0,0,0,24,3424,287,"Individual"
"985","3300061638_8","Lower Teakettle, Sierra National Forest, California, USA","TEAK_004-O-20210726","TEAK","004","O","20210726",3300061638,"MQ","Bacteria","Bacteria; Acidobacteriota; Thermoanaerobaculia; UBA5704; UBA5704; UBA5704","Bacteria","Acidobacteriota","Thermoanaerobaculia","UBA5704","UBA5704","UBA5704",89.35,5.13,7297542,2,1,0,48,6411,176,"Individual"
"986","3300061638_9","Lower Teakettle, Sierra National Forest, California, USA","TEAK_004-O-20210726","TEAK","004","O","20210726",3300061638,"MQ","Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Mycobacteriaceae; Mycobacterium","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Mycobacterium",85.7,7.65,5294505,1,0,1,47,5611,544,"Individual"
"987","3300061639_10","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"MQ","Bacteria; Bacteroidota; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter","Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",97.46,0.9,5470278,2,0,0,43,5292,96,"Individual"
"988","3300061639_100","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"MQ","Bacteria; Myxococcota; unclassified; Polyangiales","Bacteria; Myxococcota; Polyangia; Polyangiales; Polyangiaceae","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae",NA,53.59,1.29,3550777,0,0,0,19,3641,706,"Individual"
"989","3300061639_11","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"MQ","Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Oxalobacteraceae","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Herbaspirillum","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Herbaspirillum",92.57,0,4606944,0,0,0,42,4233,84,"Individual"
"990","3300061639_12","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"MQ","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Verrucomicrobium; Verrucomicrobium sp. GAS474","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Methylacidiphilales; GAS474","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Methylacidiphilales","GAS474",NA,99.32,1.69,2500815,0,0,0,40,2359,29,"Individual"
"991","3300061639_13","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"MQ","Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Paraburkholderia","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Paraburkholderia","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia",93.72,1.48,6191845,0,0,0,45,5765,138,"Individual"
"992","3300061639_18","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"HQ","Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Acidobacteriaceae","Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae; Tous-C9LFEB","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae","Tous-C9LFEB",97.41,0,3682429,1,1,1,40,3096,19,"Individual"
"993","3300061639_19","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria","Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; BOG-938","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","BOG-938",91.56,3.06,4237591,0,0,0,39,4092,44,"Individual"
"994","3300061639_2","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Caulobacterales; Caulobacteraceae","Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; CAIOYC01","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","CAIOYC01",84.8,3.22,4060267,0,0,0,40,4423,548,"Individual"
"995","3300061639_23","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria","Bacteria; Proteobacteria; Alphaproteobacteria; Micropepsales; Micropepsaceae; Rhizomicrobium","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","Rhizomicrobium",72.84,0.65,2397420,0,0,0,28,2651,326,"Individual"
"996","3300061639_24","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"HQ","Bacteria; Pseudomonadota","Bacteria; Proteobacteria; Alphaproteobacteria; Micavibrionales; GCA-2720935","Bacteria","Proteobacteria","Alphaproteobacteria","Micavibrionales","GCA-2720935",NA,95.6,0,1721789,1,1,1,36,1905,51,"Individual"
"997","3300061639_28","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"MQ","Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Palsa-744","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Palsa-744",78.45,0,2596346,0,0,0,42,2637,86,"Individual"
"998","3300061639_34","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"MQ","Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Rhodanobacter","Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Rhodanobacter","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter",64.83,1.72,2833607,0,0,0,29,2711,158,"Individual"
"999","3300061639_35","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"MQ","Bacteria; Bacteroidota; Cytophagia; Cytophagales; Cytophagaceae; Cytophaga; Cytophaga aurantiaca","Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Cytophagaceae; Cytophaga","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga",98.51,2.08,4086543,0,0,0,36,3763,164,"Individual"
"1000","3300061639_38","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"MQ","Bacteria; Acidobacteriota; Terriglobia; Bryobacterales","Bacteria; Acidobacteriota; Acidobacteriae; Bryobacterales; Bryobacteraceae; PALSA-243","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","PALSA-243",62.84,2.63,3456773,0,0,0,25,3711,623,"Individual"
"1001","3300061639_43","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"MQ","Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Acidobacteriaceae; Granulicella; Granulicella mallensis","Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae; UBA5172","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae","UBA5172",50.07,0.43,1450105,0,0,0,14,1433,159,"Individual"
"1002","3300061639_48","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"HQ","Bacteria; Actinomycetota; Actinomycetes","Bacteria; Actinobacteriota; Acidimicrobiia; Acidimicrobiales; RAAP-2; Bog-473","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","RAAP-2","Bog-473",95.3,2.56,4099444,1,1,1,54,4312,296,"Individual"
"1003","3300061639_53","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"MQ","Bacteria; Bacteroidota; Chitinophagia; Chitinophagales; Chitinophagaceae; Taibaiella","Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Edaphocola","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphocola",52.74,0,2268139,0,0,0,19,2207,339,"Individual"
"1004","3300061639_59","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"MQ","Bacteria; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae","Bacteria; Actinobacteriota; Actinomycetia; Actinomycetales; Microbacteriaceae; Lacisediminihabitans","Bacteria","Actinobacteriota","Actinomycetia","Actinomycetales","Microbacteriaceae","Lacisediminihabitans",90.2,1.14,3446764,0,1,0,48,3456,110,"Individual"
"1005","3300061639_60","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"MQ","Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Acidobacteriaceae; Granulicella; Granulicella mallensis","Bacteria; Acidobacteriota; Acidobacteriae; Acidobacteriales; Acidobacteriaceae; Granulicella_A","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae","Granulicella_A",81.75,3.62,3253976,1,1,0,31,2982,45,"Individual"
"1006","3300061639_63","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"MQ","Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Rhodanobacter","Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Rhodanobacter","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter",62.24,6.9,3623392,0,0,0,36,3523,361,"Individual"
"1007","3300061639_66","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"HQ","Bacteria; Pseudomonadota; Alphaproteobacteria","Bacteria; Proteobacteria; Alphaproteobacteria; Micropepsales; Micropepsaceae; Rhizomicrobium","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","Rhizomicrobium",93.88,1.01,4495495,1,1,1,45,4527,188,"Individual"
"1008","3300061639_7","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"MQ","Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Pararobbsia","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Pararobbsia",82.41,0,6716581,0,0,0,42,6188,172,"Individual"
"1009","3300061639_73","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria","Bacteria; Proteobacteria; Alphaproteobacteria; ATCC43930; Stellaceae","Bacteria","Proteobacteria","Alphaproteobacteria","ATCC43930","Stellaceae",NA,95.6,0,4748266,0,0,0,38,4557,111,"Individual"
"1010","3300061639_8","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"MQ","Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae","Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Luteibacter","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Luteibacter",98.39,2.32,5085676,1,0,1,47,4735,200,"Individual"
"1011","3300061639_80","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"MQ","Bacteria; Bacteroidota; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter","Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",88.87,2.7,5496851,0,1,0,44,5447,464,"Individual"
"1012","3300061639_82","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"MQ","Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium sp. 1245111.1","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Mycobacteriaceae; Mycobacterium","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Mycobacterium",67.57,3.03,3998605,0,0,0,25,4502,669,"Individual"
"1013","3300061639_85","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"MQ","Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Mycobacteriaceae; Mycobacterium","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Mycobacterium",54.1,1.19,3046601,0,0,0,18,3407,556,"Individual"
"1014","3300061639_93","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"MQ","Bacteria; Pseudomonadota","Bacteria; Proteobacteria; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; Bog-1198","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Bog-1198",77.27,5.89,5453860,1,0,0,41,5530,354,"Individual"
"1015","3300061639_94","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"MQ","Bacteria; Pseudomonadota; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Rhodanobacter; Rhodanobacter sp. MP7CTX1","Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Rhodanobacter","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter",82.07,1.72,4588005,1,1,1,47,4277,133,"Individual"
"1016","3300061639_98","Niwot Ridge, Colorado, USA","NIWO_004-O-20210726","NIWO","004","O","20210726",3300061639,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae","Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Acidocella","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidocella",56.02,3.45,2548735,0,1,0,31,2778,373,"Individual"
"1017","3300061640_10","Niwot Ridge, Colorado, USA","NIWO_003-M-20210727","NIWO","003","M","20210727",3300061640,"MQ","Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae",NA,80.84,0.17,4023915,0,1,0,37,4586,491,"Individual"
"1018","3300061640_11","Niwot Ridge, Colorado, USA","NIWO_003-M-20210727","NIWO","003","M","20210727",3300061640,"MQ","Bacteria; Myxococcota; Myxococcia; Myxococcales","Bacteria; Myxococcota; Myxococcia; Myxococcales; Myxococcaceae","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,51.93,1.75,2762666,0,0,0,14,2845,376,"Individual"
"1019","3300061640_17","Niwot Ridge, Colorado, USA","NIWO_003-M-20210727","NIWO","003","M","20210727",3300061640,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; VAZQ01","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","VAZQ01",64.66,8.71,3535232,0,0,0,23,3779,454,"Individual"
"1020","3300061640_19","Niwot Ridge, Colorado, USA","NIWO_003-M-20210727","NIWO","003","M","20210727",3300061640,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; VAZQ01","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","VAZQ01",59.2,5.14,5868160,0,1,0,43,6452,727,"Individual"
"1021","3300061640_24","Niwot Ridge, Colorado, USA","NIWO_003-M-20210727","NIWO","003","M","20210727",3300061640,"MQ","Bacteria; Myxococcota; Myxococcia; Myxococcales","Bacteria; Myxococcota; Myxococcia; Myxococcales; Myxococcaceae","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",NA,71.05,2.26,3263245,1,1,1,22,3359,392,"Individual"
"1022","3300061640_29","Niwot Ridge, Colorado, USA","NIWO_003-M-20210727","NIWO","003","M","20210727",3300061640,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; VAZQ01","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","VAZQ01",84.56,1.82,4117475,0,1,0,25,4318,443,"Individual"
"1023","3300061640_31","Niwot Ridge, Colorado, USA","NIWO_003-M-20210727","NIWO","003","M","20210727",3300061640,"MQ","Bacteria; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Pseudonocardia","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Pseudonocardiaceae; Pseudonocardia","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Pseudonocardiaceae","Pseudonocardia",57.76,1.72,3668776,1,0,1,19,3848,558,"Individual"
"1024","3300061640_32","Niwot Ridge, Colorado, USA","NIWO_003-M-20210727","NIWO","003","M","20210727",3300061640,"MQ","Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 70-9; VGBV01","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","70-9","VGBV01",52.95,8.19,1693358,0,0,0,20,1977,256,"Individual"
"1025","3300061640_33","Niwot Ridge, Colorado, USA","NIWO_003-M-20210727","NIWO","003","M","20210727",3300061640,"MQ","Bacteria; Actinomycetota; Actinomycetes","Bacteria; Actinobacteriota; Actinomycetia; Streptosporangiales; Streptosporangiaceae; Chersky-822","Bacteria","Actinobacteriota","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Chersky-822",79.95,2.85,4636651,1,1,1,30,4858,598,"Individual"
"1026","3300061640_35","Niwot Ridge, Colorado, USA","NIWO_003-M-20210727","NIWO","003","M","20210727",3300061640,"MQ","Bacteria; Verrucomicrobiota","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; UBA10450; Palsa-1382","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","UBA10450","Palsa-1382",93.74,2.11,3404580,1,0,2,48,3385,74,"Individual"
"1027","3300061640_36","Niwot Ridge, Colorado, USA","NIWO_003-M-20210727","NIWO","003","M","20210727",3300061640,"MQ","Bacteria; Pseudomonadota","Bacteria; Proteobacteria; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; 13-2-20CM-66-19","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","13-2-20CM-66-19",67.86,3.08,5123618,0,0,0,60,5250,586,"Individual"
"1028","3300061640_40","Niwot Ridge, Colorado, USA","NIWO_003-M-20210727","NIWO","003","M","20210727",3300061640,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Hyphomicrobiaceae; Methyloceanibacter","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methyloligellaceae; Methyloceanibacter","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","Methyloceanibacter",96.8,0.91,2851319,0,0,0,39,3131,105,"Individual"
"1029","3300061640_41","Niwot Ridge, Colorado, USA","NIWO_003-M-20210727","NIWO","003","M","20210727",3300061640,"MQ","Bacteria; Actinomycetota; Actinomycetes","Bacteria; Actinobacteriota","Bacteria","Actinobacteriota",NA,NA,NA,NA,98.29,0.85,6388578,0,0,0,50,6396,289,"Individual"
"1030","3300061640_42","Niwot Ridge, Colorado, USA","NIWO_003-M-20210727","NIWO","003","M","20210727",3300061640,"MQ","Bacteria; Actinomycetota; Thermoleophilia","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 70-9; VGBV01","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","70-9","VGBV01",82.9,6.41,2805347,0,0,0,47,3097,215,"Individual"
"1031","3300061640_52","Niwot Ridge, Colorado, USA","NIWO_003-M-20210727","NIWO","003","M","20210727",3300061640,"MQ","Bacteria; Actinomycetota; Actinomycetes; Micromonosporales; Micromonosporaceae","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Micromonosporaceae","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Micromonosporaceae",NA,71.23,5.26,4311642,0,0,0,49,4547,637,"Individual"
"1032","3300061640_58","Niwot Ridge, Colorado, USA","NIWO_003-M-20210727","NIWO","003","M","20210727",3300061640,"MQ","Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Mycobacteriaceae; Mycobacterium","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Mycobacteriaceae","Mycobacterium",61.28,0.68,3844503,1,0,0,24,4581,589,"Individual"
"1033","3300061640_60","Niwot Ridge, Colorado, USA","NIWO_003-M-20210727","NIWO","003","M","20210727",3300061640,"MQ","Bacteria; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Pseudonocardia","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Pseudonocardiaceae; Pseudonocardia","Bacteria","Actinobacteriota","Actinomycetia","Mycobacteriales","Pseudonocardiaceae","Pseudonocardia",51.7,2.32,3251044,1,0,0,20,3618,632,"Individual"
"1034","3300061640_8","Niwot Ridge, Colorado, USA","NIWO_003-M-20210727","NIWO","003","M","20210727",3300061640,"MQ","Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 70-9; VGBV01","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","70-9","VGBV01",78.3,1.58,2710866,1,1,1,39,3058,250,"Individual"
"1035","3300061641_100","Chase Lake Wetlands, North Dakota, USA","WOOD_024-O-20210714","WOOD","024","O","20210714",3300061641,"MQ","Bacteria","Bacteria; Acidobacteriota; Vicinamibacteria; Fen-336; Fen-336; WYBL01","Bacteria","Acidobacteriota","Vicinamibacteria","Fen-336","Fen-336","WYBL01",80.63,8.78,4615573,1,0,1,32,4503,630,"Individual"
"1036","3300061641_101","Chase Lake Wetlands, North Dakota, USA","WOOD_024-O-20210714","WOOD","024","O","20210714",3300061641,"MQ","Bacteria; Actinomycetota","Bacteria; Actinobacteriota; Thermoleophilia; Miltoncostaeales; Miltoncostaeaceae","Bacteria","Actinobacteriota","Thermoleophilia","Miltoncostaeales","Miltoncostaeaceae",NA,53.06,0,1940101,0,0,0,23,2281,368,"Individual"
"1037","3300061641_103","Chase Lake Wetlands, North Dakota, USA","WOOD_024-O-20210714","WOOD","024","O","20210714",3300061641,"MQ","Bacteria; Pseudomonadota; Betaproteobacteria","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; SG8-39; SCGC-AG-212-J23","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SG8-39","SCGC-AG-212-J23",61.79,4.57,2483738,0,0,0,21,2962,466,"Individual"
